Event	ID	Name			Wwise Object Path	Notes
	74477125	Parapet_sfx_ambiance			\Default Work Unit\Main\Parapet_sfx_ambiance	
	687508220	Play_quil_mult			\Default Work Unit\Main\Play_quil_mult	
	2087451311	Play_BallRespawn			\Default Work Unit\Main\Play_BallRespawn	
	2487091518	Parapet_sfx_seagul			\Default Work Unit\Main\Parapet_sfx_seagul	
	3254234354	Play_Parapet_TowerExplosion			\Default Work Unit\Main\Play_Parapet_TowerExplosion	
	3843796471	Play_BallGrab			\Default Work Unit\Main\Play_BallGrab	
	3884044616	Play_MXG_Para_sfx_flag_multi			\Default Work Unit\Main\Play_MXG_Para_sfx_flag_multi	
	4252188990	Play_JackInTheBox			\Default Work Unit\Main\Play_JackInTheBox	

Switch Group	ID	Name			Wwise Object Path	Notes
	163665651	Quil_Col			\Default Work Unit\Quil_Col	
	3014379214	Seagul			\Default Work Unit\Seagul	
	3713941218	BowlingBallCol			\Default Work Unit\BowlingBallCol	

Switch	ID	Name	Switch Group			Notes
	3944382562	group	Quil_Col			
	4283682317	single	Quil_Col			
	1600352189	Seagul_Single	Seagul			
	2907836809	Seagul_Burst	Seagul			
	1216965916	stone	BowlingBallCol			
	1970351858	fabric	BowlingBallCol			
	2058049674	wood	BowlingBallCol			
	2473969246	metal	BowlingBallCol			
	3930794368	quil	BowlingBallCol			

Game Parameter	ID	Name			Wwise Object Path	Notes
	2661120963	AmbianceOC			\Default Work Unit\AmbianceOC	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	12073382	Seagull_Single_06	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_06_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_06		1014736
	51974208	Parapet_sfx_seagull_multi_01	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx_Seagull_multi\Parapet_sfx_seagull_multi_01_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_multi\Parapet_sfx_seagull_multi_01		916568
	56283853	Seagull_Single_20	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_20_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_20		1039108
	62376138	Parapet_sfx_seagull_multi_07	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx_Seagull_multi\Parapet_sfx_seagull_multi_07_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_multi\Parapet_sfx_seagull_multi_07		1599632
	72628124	Seagull_Single_15	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_15_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_15		1015576
	94333187	Parapet_sfx_seagull_multi_05	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx_Seagull_multi\Parapet_sfx_seagull_multi_05_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_multi\Parapet_sfx_seagull_multi_05		435836
	108793063	Seagull_Single_08	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_08_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_08		1015268
	137454270	MXG_Para_sfx_flag_multi	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx__flag\MXG_Para_sfx_flag_multi_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\MXG_Para_sfx_flag_multi		5568064
	143905231	Seagull_Single_07	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_07_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_07		1020372
	147345636	Parapet_sfx_Ambiance_Loop	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Ambiance_Loop_8956FC97.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_Ambiance_Loop		14976064
	189502074	Seagull_Single_04	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_04_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_04		1013692
	219928311	Seagull_Single_24	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_24_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_24		1015064
	229744196	MXG_Para_sfx_explo	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\AdditionalSounds\ExplosionTower\MXG_Para_sfx_explo_56D34C19.wem		\Actor-Mixer Hierarchy\Transfer\AdditionalSounds\ExplosionTower\MXG_Para_sfx_explo		1144368
	242943397	Seagull_Single_12	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_12_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_12		1026324
	302519786	Seagull_Single_18	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_18_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_18		1017508
	345190887	Seagull_Single_22	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_22_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_22		1024436
	346448110	MXG_Para_sfx_ballRespawn	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\AdditionalSounds\BallRespawn\MXG_Para_sfx_ballRespawn_56D34C19.wem		\Actor-Mixer Hierarchy\Transfer\AdditionalSounds\BallRespawn\MXG_Para_sfx_ballRespawn		645860
	434835537	Seagull_Single_13	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_13_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_13		1019252
	471365296	Seagull_Single_29	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_29_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_29		1013356
	485760085	Parapet_sfx_seagull_multi_02	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx_Seagull_multi\Parapet_sfx_seagull_multi_02_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_multi\Parapet_sfx_seagull_multi_02		1028240
	510828152	Seagull_Single_11	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_11_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_11		1023072
	523356765	Seagull_Single_14	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_14_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_14		1017508
	566240432	Seagull_Single_05	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_05_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_05		1066312
	608342837	Seagull_Single_01	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_01_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_01		1006284
	621599710	Seagull_Single_21	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_21_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_21		1022192
	635563570	Seagull_Single_30	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_30_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_30		1029176
	647423539	Seagull_Single_25	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_25_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_25		1014016
	679140403	MXG_Para_sfx_jackInTheBox_boo	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\MXG_Para_sfx_jackInTheBox_boo_56D34C19.wem		\Actor-Mixer Hierarchy\Transfer\MXG_Para_sfx_jackInTheBox_boo		486400
	773073101	MXG_Para_sfx_jackInTheBox	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\AdditionalSounds\JackInTheBox\MXG_Para_sfx_jackInTheBox_56D34C19.wem		\Actor-Mixer Hierarchy\Transfer\AdditionalSounds\JackInTheBox\MXG_Para_sfx_jackInTheBox		435548
	777388354	Parapet_sfx_seagull_multi_03	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx_Seagull_multi\Parapet_sfx_seagull_multi_03_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_multi\Parapet_sfx_seagull_multi_03		2110580
	787110918	Seagull_Single_28	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_28_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_28		1049516
	799055123	Parapet_sfx_seagull_multi_06	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx_Seagull_multi\Parapet_sfx_seagull_multi_06_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_multi\Parapet_sfx_seagull_multi_06		1016868
	816674011	Seagull_Single_03	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_03_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_03		1012624
	836302210	Seagull_Single_10	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_10_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_10		1016788
	841498850	Parapet_sfx_seagull_multi_04	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx_Seagull_multi\Parapet_sfx_seagull_multi_04_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_multi\Parapet_sfx_seagull_multi_04		299124
	870419249	BallGrab_02	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\AdditionalSounds\BallGrab\BallGrab_02_56D34C19.wem		\Actor-Mixer Hierarchy\Transfer\AdditionalSounds\BallGrab\BallGrab_02		262664
	887557441	Seagull_Single_09	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_09_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_09		1015636
	888795400	Seagull_Single_23	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_23_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_23		1011260
	1009669621	Seagull_Single_26	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_26_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_26		1032796
	1013528602	Seagull_Single_27	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_27_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_27		1010252
	1037908377	Seagull_Single_19	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_19_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_19		1011348
	1050720974	Seagull_Single_17	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_17_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_17		1049132
	1057876071	Seagull_Single_16	D:\Github\Parapet\Parapet_WwiseProject\.cache\Mac\SFX\Parapet_sfx\Parapet_sfx_Seagull\Seagull_Single_16_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Parapet_sfx\Parapet_sfx_seagull\Parapet_sfx_Seagull_single\Seagull_Single_16		1017016
